iter	Logloss
168	0.1564959304
169	0.1563009655
170	0.1555410478
171	0.1554548859
172	0.155387645
173	0.155183684
174	0.1550564642
175	0.1543199662
176	0.1540798822
177	0.153823996
178	0.1537869207
179	0.153556834
180	0.152947482
181	0.1529350732
182	0.1524438175
183	0.1523303625
184	0.1520509978
185	0.1517910905
186	0.1517756719
187	0.151145723
188	0.150893191
189	0.150669716
190	0.1505079555
191	0.1504896681
192	0.1503852531
193	0.1499984213
194	0.1499514664
195	0.1499052516
196	0.149545421
197	0.1491642332
198	0.1488936565
199	0.1484110106
200	0.1484011944
201	0.1475914087
202	0.146954535
203	0.1469544047
204	0.1468594245
205	0.1464373417
206	0.146423699
207	0.1458760917
208	0.1458552226
209	0.1457422879
210	0.1450296841
211	0.1445579481
212	0.1442421558
213	0.144100415
214	0.143566606
215	0.143307425
216	0.1429092712
217	0.1427214291
218	0.1426977533
219	0.1423808957
220	0.1421279488
221	0.1419538539
222	0.141628326
223	0.1414337728
224	0.1411444944
225	0.1406801486
226	0.1403921094
227	0.1403501739
228	0.1395713733
229	0.1394229546
230	0.1390774448
231	0.138999766
232	0.1385688279
233	0.1379466581
234	0.1376961031
235	0.1373420015
236	0.136949821
237	0.1367269829
238	0.1367121194
239	0.1366692408
240	0.1363449745
241	0.1363320158
242	0.1361412787
243	0.1359446902
244	0.1353104835
245	0.1345549585
246	0.1343328494
247	0.1341488188
248	0.1339410707
249	0.1336358003
250	0.1335451249
251	0.1333631737
252	0.1327133996
253	0.1322253105
254	0.1322054138
255	0.132200682
256	0.1317093186
257	0.1314812986
258	0.1311406184
259	0.1307944127
260	0.1307813152
261	0.1304631325
262	0.1300281745
263	0.1295277256
264	0.129507751
265	0.1293482143
266	0.129115796
267	0.1289071777
268	0.1288782294
269	0.1285027467
270	0.1284742161
271	0.1282944562
272	0.1282516485
273	0.1275939119
274	0.1273397844
275	0.1272653946
276	0.1271024522
277	0.1266864675
278	0.1266608754
279	0.1266054132
280	0.126276023
281	0.1259366763
282	0.1252720207
283	0.1252399354
284	0.1249873869
285	0.1249553134
286	0.1249395566
287	0.1249098888
288	0.1244182147
289	0.1240889172
290	0.123957926
291	0.1236134791
292	0.1236044431
293	0.1233285511
294	0.1230125711
295	0.1230051185
296	0.1226218854
297	0.1225706721
298	0.1225647054
299	0.1224600286
300	0.1224225221
301	0.1220486944
302	0.1220220418
303	0.1215572031
304	0.1213804225
305	0.1213723187
306	0.1210717232
307	0.1210188393
308	0.1209350102
309	0.1207514021
310	0.1207438526
311	0.1207186354
312	0.1206540367
313	0.1202198292
314	0.1202187374
315	0.1199879887
316	0.1196626033
317	0.1192968855
318	0.1188612184
319	0.118772505
320	0.1187452771
321	0.1184654308
322	0.1181356708
323	0.1178886885
324	0.1173748025
325	0.1170216174
326	0.116733564
327	0.1167018023
328	0.1166539923
329	0.1165684394
330	0.1164145602
331	0.1161444585
332	0.1159973945
333	0.1159486874
334	0.1159171509
335	0.1154866671
336	0.1153187423
337	0.1151150774
338	0.1151098512
339	0.1149662492
340	0.1146004882
341	0.1145597264
342	0.1145082056
343	0.1141234881
344	0.113955175
345	0.1135265974
346	0.1135051493
347	0.1134841924
348	0.1133993187
349	0.1133824579
350	0.1130664411
351	0.1125519234
352	0.1121503748
353	0.1121452826
354	0.1121095431
355	0.1117449816
356	0.111363502
357	0.1109041786
358	0.1106034687
359	0.1098992331
360	0.1098959575
361	0.1095898062
362	0.109297358
363	0.1090317106
364	0.1089303703
365	0.1089108713
366	0.108729453
367	0.1086789122
368	0.1085616534
369	0.1085550901
370	0.1083057775
371	0.1083050051
372	0.1080519556
373	0.1077838008
374	0.1076148406
375	0.1071806058
376	0.1064957366
377	0.1064814136
378	0.1061711734
379	0.1061464087
380	0.1058836066
381	0.1056534894
382	0.105644384
383	0.1050531325
384	0.1047562789
385	0.1047113428
386	0.1042768983
387	0.1040849474
388	0.1039703711
389	0.1037849658
390	0.1034693273
391	0.1030619609
392	0.1027251769
393	0.1026977217
394	0.1023529298
395	0.1018224677
396	0.1014753775
397	0.1012940772
398	0.101110294
399	0.1007356174
400	0.1003905095
401	0.1001828071
402	0.09987073025
403	0.09959119806
404	0.09914252147
405	0.09868045979
406	0.09830504596
407	0.0981847022
408	0.0979962214
409	0.09764346857
410	0.09721267605
411	0.09698354948
412	0.09658984727
413	0.09639168038
414	0.09621401355
415	0.09595033166
416	0.09569542871
417	0.09528857086
418	0.09513640317
419	0.09490117608
420	0.0944164377
421	0.09417966555
422	0.09405033262
423	0.09404136676
424	0.09388187237
425	0.09356106388
426	0.09339857514
427	0.09324092896
428	0.09298160536
429	0.092692874
430	0.0923207179
431	0.09204521597
432	0.09175382484
433	0.09151675608
434	0.09137731342
435	0.09094636267
436	0.09061244864
437	0.09035447745
438	0.09010886848
439	0.0898130694
440	0.0893956324
441	0.0891777887
442	0.08906467249
443	0.08868401792
444	0.08826728503
445	0.0879659259
446	0.08759531371
447	0.08733189053
448	0.08706245941
449	0.08683109457
450	0.08656406977
451	0.08633148157
452	0.08609702839
453	0.08592637953
454	0.08577413567
455	0.08548605878
456	0.08540993583
457	0.0853577577
458	0.08512987933
459	0.08492131976
460	0.08474933699
461	0.08454908023
462	0.08415322246
463	0.08403840858
464	0.08365649492
465	0.08331067373
466	0.08317880944
467	0.08289544041
468	0.08251014738
469	0.08229729479
470	0.08201250157
471	0.08170244897
472	0.08135189276
473	0.08114508429
474	0.08092122093
475	0.08078624238
476	0.0806772967
477	0.08050717875
478	0.08028574727
479	0.08008293177
480	0.07985618098
481	0.07970907861
482	0.07944179679
483	0.07933872446
484	0.07897327702
485	0.07876196314
486	0.07854083489
487	0.07839825722
488	0.07819002708
489	0.07794653902
490	0.07767979365
491	0.07731115697
492	0.0771448548
493	0.07703136462
494	0.07682699949
495	0.07665471279
496	0.07654105511
497	0.0763375318
498	0.07607876622
499	0.07587606493
500	0.07565471175
501	0.07545822751
502	0.07523331723
503	0.07499709456
504	0.07482699933
505	0.07470008759
506	0.07457083899
507	0.074433861
508	0.07419475076
509	0.07384297587
510	0.07361469017
511	0.07340358666
512	0.0732618036
513	0.07308952746
514	0.07290378849
515	0.07276196475
516	0.07266680193
517	0.07245789433
518	0.07240161492
519	0.07219272099
520	0.07204120384
521	0.07184581792
522	0.07171635633
523	0.0715535241
524	0.07132828638
525	0.07116279436
526	0.07100700859
527	0.07083687955
528	0.07068313394
529	0.07047546142
530	0.07034632842
531	0.0701936909
532	0.07005459149
533	0.06984263318
534	0.06969956836
535	0.06951080174
536	0.06936177221
537	0.06924965698
538	0.06908213277
539	0.06893433933
540	0.06886721056
541	0.06866293685
542	0.06856414016
543	0.06837771336
544	0.06830688405
545	0.06823248175
546	0.0679900771
547	0.06784529463
548	0.06764807291
549	0.06741021214
550	0.067209766
551	0.06705163904
552	0.06698076125
553	0.06688608158
554	0.06673796472
555	0.06657827323
556	0.06645233575
557	0.06619001378
558	0.06603642197
559	0.06595346299
560	0.06587382751
561	0.06572705158
562	0.06560400519
563	0.06533944067
564	0.06506174193
565	0.06479362009
566	0.06466567086
567	0.06451791487
568	0.0644563531
569	0.06434770699
570	0.06424897883
571	0.06418405124
572	0.0640201763
573	0.06390668261
574	0.06385930846
575	0.06372304853
576	0.06352146734
577	0.06343934563
578	0.06336419254
579	0.06311353552
580	0.06297959596
581	0.0629067148
582	0.06278875803
583	0.06267364059
584	0.06250912728
585	0.06241090043
586	0.06227972947
587	0.06212422102
588	0.06195738626
589	0.06183814478
590	0.06161468232
591	0.06151374239
592	0.06132297635
593	0.06121009278
594	0.06111532316
595	0.06100344212
596	0.06090188611
597	0.06063109966
598	0.06051807841
599	0.06042071153
600	0.06036536567
601	0.06024991159
602	0.06015919823
603	0.05993220646
604	0.0597104642
605	0.05960720394
606	0.05941825913
607	0.05926820197
608	0.05918854026
609	0.05907477582
610	0.05898755619
611	0.05878629479
612	0.05867212485
613	0.05863066891
614	0.05852330662
615	0.05844017391
616	0.0583461354
617	0.05817187445
618	0.05800151335
619	0.0578305321
620	0.05765879236
621	0.05757315531
622	0.05751800507
623	0.05733554744
624	0.05719942671
625	0.05705015014
626	0.05698040233
627	0.05687364355
628	0.05678173286
629	0.0567179415
630	0.05657150049
631	0.05650968346
632	0.05644993168
633	0.05630075224
634	0.05626212405
635	0.05607707372
636	0.05594014183
637	0.05588294665
638	0.05576822895
639	0.05565018763
640	0.055563187
641	0.05541040073
642	0.05537413105
643	0.05531963212
644	0.05516275912
645	0.05495825368
646	0.05480721083
647	0.05470494639
648	0.05451878709
649	0.05433824716
650	0.0542203661
651	0.05406584353
652	0.05401471548
653	0.05393009866
654	0.05382650154
655	0.05377986494
656	0.05366043411
657	0.05360929024
658	0.05356135476
659	0.05343772971
660	0.05333684785
661	0.0531911883
662	0.05309515887
663	0.05297510096
664	0.0528047731
665	0.05267450749
666	0.05263413266
667	0.05253841546
668	0.05244436958
669	0.0523126993
670	0.05222204814
671	0.05214877937
672	0.05200539558
673	0.05192747912
674	0.05183049092
675	0.05166780961
676	0.05163579521
677	0.05153246085
678	0.05144262884
679	0.05133910078
680	0.05128446187
681	0.05124089296
682	0.05114134383
683	0.05105042259
684	0.05085972654
685	0.05070697295
686	0.05062173146
687	0.05052664215
688	0.05040212668
689	0.05034926806
690	0.05026532274
691	0.05022723677
692	0.05009860022
693	0.05000540927
694	0.04993598288
695	0.04980944928
696	0.04975486931
697	0.04964874067
698	0.04960278642
699	0.0495260194
700	0.04948992317
701	0.04936001812
702	0.04927508377
703	0.04912359486
704	0.04903236446
705	0.04890826778
706	0.0488379702
707	0.04879534682
708	0.0485483906
709	0.04844062888
710	0.04829830274
711	0.04815107085
712	0.04807790318
713	0.04799302877
714	0.04787937473
715	0.04782536741
716	0.04768666486
717	0.04760266431
718	0.04750770686
719	0.04743478708
720	0.04735632619
721	0.04726603611
722	0.0471587716
723	0.04708534666
724	0.04694994186
725	0.0468697904
726	0.04659501051
727	0.04649038544
728	0.04639452982
729	0.04633528438
730	0.04621728772
731	0.04609216428
732	0.04599357906
733	0.0459393252
734	0.0458990774
735	0.04584638171
736	0.04572031276
737	0.04560289193
738	0.04556262574
739	0.0454893301
740	0.04541524875
741	0.0453763693
742	0.0453021254
743	0.04517160129
744	0.04506851646
745	0.0447949939
746	0.04475730814
747	0.04466858516
748	0.0446019682
749	0.04450299136
750	0.04446653681
751	0.04441834966
752	0.04421928077
753	0.04417633089
754	0.04411211667
755	0.04406193737
756	0.04382124944
757	0.04382059024
758	0.04379077075
759	0.04368635827
760	0.04358673059
761	0.04352279523
762	0.04348834982
763	0.04341898087
764	0.04329676972
765	0.04318099886
766	0.0431171166
767	0.04306260094
768	0.04297686135
769	0.04289432393
770	0.04282179129
771	0.04270907549
772	0.0426429442
773	0.04261077914
774	0.04256290305
775	0.04252882907
776	0.04232870704
777	0.04210621652
778	0.04200545121
779	0.0419603186
780	0.04189823709
781	0.04178205554
782	0.04173070674
783	0.0416793533
784	0.04157168998
785	0.04151491466
786	0.04144073867
787	0.04133481092
788	0.04124589067
789	0.04121469587
790	0.04117516077
791	0.04109610665
792	0.04099314458
793	0.04093451703
794	0.04091423996
795	0.04086039328
796	0.04078734805
797	0.04067942307
798	0.04062666918
799	0.04056672424
800	0.04054474309
801	0.04050475082
802	0.04046757101
803	0.04040563444
804	0.04032743315
805	0.04027024021
806	0.04023191325
807	0.04018487615
808	0.04015115522
809	0.04011541222
810	0.04005988862
811	0.04000880419
812	0.0399621867
813	0.03988010426
814	0.03967625528
815	0.03960201973
816	0.03957798754
817	0.03953098642
818	0.03946497388
819	0.03934795963
820	0.03924886271
821	0.03917755424
822	0.03907624668
823	0.03897261414
824	0.03888829986
825	0.03880354903
826	0.03872392777
827	0.03867375805
828	0.03859252517
829	0.03853358504
830	0.03849306311
831	0.03845750436
832	0.03837240962
833	0.03829216383
834	0.03821105516
835	0.03817395511
836	0.03812350994
837	0.03802536112
838	0.0379758655
839	0.0379199496
840	0.03788404856
841	0.03779163965
842	0.03775885852
843	0.03765377985
844	0.03760374414
845	0.03751439951
846	0.03743058499
847	0.03738076807
848	0.03728509154
849	0.03721791987
850	0.03716881159
851	0.03710655206
852	0.03705560158
853	0.03699252356
854	0.03695242809
855	0.03690991413
856	0.03673972054
857	0.03666036619
858	0.0366025081
859	0.03653515342
860	0.03647834226
861	0.03640444533
862	0.03631266293
863	0.03625385839
864	0.03618265805
865	0.03609427195
866	0.03601277481
867	0.03596823704
868	0.03593535793
869	0.03584777731
870	0.03580688464
871	0.03573139536
872	0.03563977232
873	0.03556548913
874	0.03548424095
875	0.03544705357
876	0.0353931557
877	0.03535425052
878	0.03528002729
879	0.03523443687
880	0.03519108447
881	0.03509414047
882	0.03499871873
883	0.03494563355
884	0.03490017887
885	0.03482950973
886	0.03475160955
887	0.03472580131
888	0.03467678418
889	0.03461537471
890	0.03450731801
891	0.03441023207
892	0.0343795959
893	0.03435567112
894	0.03427546637
895	0.03420824116
896	0.03415877631
897	0.03413298517
898	0.03408254421
899	0.03404260409
900	0.03402248834
901	0.03398411906
902	0.03394248869
903	0.03386979693
904	0.03380412264
905	0.03375749701
906	0.03373648884
907	0.03368953662
908	0.03365661036
909	0.0336218307
910	0.03351075274
911	0.0334905874
912	0.03334182149
913	0.0333011795
914	0.03325812773
915	0.03320167275
916	0.03316435866
917	0.03315195224
918	0.03307262808
919	0.03304078557
920	0.03295450674
921	0.03294478873
922	0.03287307068
923	0.03283634737
924	0.03280150053
925	0.03272047363
926	0.03263633974
927	0.03255135853
928	0.03248555137
929	0.0324071042
930	0.03237190545
931	0.03233679413
932	0.03224285922
933	0.03217218372
934	0.032101631
935	0.03203262552
936	0.03197431052
937	0.03194938862
938	0.03192721856
939	0.03185796464
940	0.0318274896
941	0.03178724707
942	0.03169469404
943	0.03165529471
944	0.03162318818
945	0.03155636434
946	0.03146821484
947	0.03142640293
948	0.03136512653
949	0.03135365204
950	0.0313070153
951	0.03128023503
952	0.03124714158
953	0.03120489184
954	0.03117572611
955	0.03111057636
956	0.03104658925
957	0.03097041625
958	0.0309424882
959	0.0309267692
960	0.03088962292
961	0.03085626842
962	0.03078719022
963	0.03073641126
964	0.03068217278
965	0.03065754799
966	0.03060846662
967	0.03058197723
968	0.03055102872
969	0.03052809677
970	0.03049557276
971	0.0304698732
972	0.0304424221
973	0.03036775525
974	0.03027601843
975	0.03024195528
976	0.03019847654
977	0.03012403507
978	0.03008217114
979	0.03004519453
980	0.02998750089
981	0.02996584702
982	0.02988507179
983	0.02987731106
984	0.02980075044
985	0.02976487567
986	0.02972711746
987	0.0296634434
988	0.02963705466
989	0.02959184012
990	0.02950874422
991	0.02949060849
992	0.02946550704
993	0.02943699208
994	0.02942206895
995	0.02933657192
996	0.02931147255
997	0.02923255759
998	0.02919351348
999	0.029155467
